,id,display_name,created_date_time,description,membership_type,web_url,group_id
16,19:3bfe39ab0a1a4b8599496ef156b6e658@thread.tacv2,E-Tutorin,2023-10-11T18:15:35.671Z,,standard,https://teams.microsoft.com/l/channel/19%3A3bfe39ab0a1a4b8599496ef156b6e658%40thread.tacv2/E-Tutorin?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
17,19:40bb0e1bd9f1469ebbdef21476978dcc@thread.tacv2,B3,2023-11-14T10:01:05.799Z,,standard,https://teams.microsoft.com/l/channel/19%3A40bb0e1bd9f1469ebbdef21476978dcc%40thread.tacv2/B3?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
18,19:5dfdf0721b664d1c9b1959a6d499a18d@thread.tacv2,C2,2023-11-28T09:26:08.59Z,,standard,https://teams.microsoft.com/l/channel/19%3A5dfdf0721b664d1c9b1959a6d499a18d%40thread.tacv2/C2?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
19,19:bf948d73782b4e1083b64658b5aaf95b@thread.tacv2,Finale Abgaben,2023-10-16T13:52:12.366Z,,standard,https://teams.microsoft.com/l/channel/19%3Abf948d73782b4e1083b64658b5aaf95b%40thread.tacv2/Finale%20Abgaben?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
20,19:db63db7e80694348884c3d5cce9e4c2d@thread.tacv2,B1,2023-10-29T13:15:33.032Z,,standard,https://teams.microsoft.com/l/channel/19%3Adb63db7e80694348884c3d5cce9e4c2d%40thread.tacv2/B1?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
21,19:e45026b7a34a416d8754d12991513b5c@thread.tacv2,B2,2023-11-06T18:58:20.571Z,,standard,https://teams.microsoft.com/l/channel/19%3Ae45026b7a34a416d8754d12991513b5c%40thread.tacv2/B2?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
22,19:f05b8f6398ad4dd69d749fbe0096116a@thread.tacv2,A1,2023-10-11T20:15:07.593Z,,standard,https://teams.microsoft.com/l/channel/19%3Af05b8f6398ad4dd69d749fbe0096116a%40thread.tacv2/A1?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
23,19:oprBJ970CMUD3wbwjySZUeI7To0uBvPxuzrPD4iC6oc1@thread.tacv2,General,2023-09-21T09:39:09.232Z,G2 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3AoprBJ970CMUD3wbwjySZUeI7To0uBvPxuzrPD4iC6oc1%40thread.tacv2/G2%20FIVR%2023%2F24?groupId=cbed6e4f-76e6-476b-b346-920747261ff6&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,cbed6e4f-76e6-476b-b346-920747261ff6
24,19:2a2b9f992d5746748bdfc74eed5eb434@thread.tacv2,Abgaben,2023-10-13T11:49:18.36Z,Hier geben wir unsere Dokumente ab.,standard,https://teams.microsoft.com/l/channel/19%3A2a2b9f992d5746748bdfc74eed5eb434%40thread.tacv2/Abgaben?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
25,19:31708184bc324466aace7bd837088d56@thread.tacv2,Projektmanagement,2023-10-11T17:19:07.851Z,Hier werden Protokolle und alles rund um das Projekt besprochen und gesammelt.,standard,https://teams.microsoft.com/l/channel/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/Projektmanagement?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
26,19:3e59d3610fd840569451f6af4336b97a@thread.tacv2,Nützliches,2023-10-24T08:32:06.078Z,,standard,https://teams.microsoft.com/l/channel/19%3A3e59d3610fd840569451f6af4336b97a%40thread.tacv2/N%C3%BCtzliches?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
27,19:78b9549373284c7caa1fa11a419fc39f@thread.tacv2,E-Tutor,2023-10-13T11:49:42.621Z,,standard,https://teams.microsoft.com/l/channel/19%3A78b9549373284c7caa1fa11a419fc39f%40thread.tacv2/E-Tutor?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
28,19:b9a06fc096f8487eac86b30d07e8269d@thread.tacv2,Aufgaben,2023-10-13T13:18:04.923Z,,standard,https://teams.microsoft.com/l/channel/19%3Ab9a06fc096f8487eac86b30d07e8269d%40thread.tacv2/Aufgaben?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
29,19:d-VIzIc2FRxq5IHF65I306xql6yXkWrosXaUYyC6Qd41@thread.tacv2,General,2023-09-21T09:40:14.004Z,G4 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3Ad-VIzIc2FRxq5IHF65I306xql6yXkWrosXaUYyC6Qd41%40thread.tacv2/G4%20FIVR%2023%2F24?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
30,19:2a2b9f992d5746748bdfc74eed5eb434@thread.tacv2,Abgaben,2023-10-13T11:49:18.36Z,Hier geben wir unsere Dokumente ab.,standard,https://teams.microsoft.com/l/channel/19%3A2a2b9f992d5746748bdfc74eed5eb434%40thread.tacv2/Abgaben?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
31,19:31708184bc324466aace7bd837088d56@thread.tacv2,Projektmanagement,2023-10-11T17:19:07.851Z,Hier werden Protokolle und alles rund um das Projekt besprochen und gesammelt.,standard,https://teams.microsoft.com/l/channel/19%3A31708184bc324466aace7bd837088d56%40thread.tacv2/Projektmanagement?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
32,19:3e59d3610fd840569451f6af4336b97a@thread.tacv2,Nützliches,2023-10-24T08:32:06.078Z,,standard,https://teams.microsoft.com/l/channel/19%3A3e59d3610fd840569451f6af4336b97a%40thread.tacv2/N%C3%BCtzliches?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
33,19:78b9549373284c7caa1fa11a419fc39f@thread.tacv2,E-Tutor,2023-10-13T11:49:42.621Z,,standard,https://teams.microsoft.com/l/channel/19%3A78b9549373284c7caa1fa11a419fc39f%40thread.tacv2/E-Tutor?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
34,19:b9a06fc096f8487eac86b30d07e8269d@thread.tacv2,Aufgaben,2023-10-13T13:18:04.923Z,,standard,https://teams.microsoft.com/l/channel/19%3Ab9a06fc096f8487eac86b30d07e8269d%40thread.tacv2/Aufgaben?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
35,19:d-VIzIc2FRxq5IHF65I306xql6yXkWrosXaUYyC6Qd41@thread.tacv2,General,2023-09-21T09:40:14.004Z,G4 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3Ad-VIzIc2FRxq5IHF65I306xql6yXkWrosXaUYyC6Qd41%40thread.tacv2/G4%20FIVR%2023%2F24?groupId=bb7e2188-3282-4e05-a8fe-00caa511bc40&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,bb7e2188-3282-4e05-a8fe-00caa511bc40
36,19:229b4893993f475bbb9bdc27a141ac4a@thread.tacv2,Projekt,2023-10-22T19:22:27.91Z,Bearbeitung der Fallstudie,standard,https://teams.microsoft.com/l/channel/19%3A229b4893993f475bbb9bdc27a141ac4a%40thread.tacv2/Projekt?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
37,19:b101a15918c04960bda642c5c83298d5@thread.tacv2,Aufgabenplanung,2023-10-22T09:40:30.862Z,Planung der Aufgabenverteilung,standard,https://teams.microsoft.com/l/channel/19%3Ab101a15918c04960bda642c5c83298d5%40thread.tacv2/Aufgabenplanung?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
38,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,General,2023-09-21T09:37:35.619Z,G1 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/G1%20FIVR%2023%2F24?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
39,19:e1e025c4ac614716882e9e02ba4a7785@thread.tacv2,E-Tutor,2023-10-11T19:01:58.616Z,,standard,https://teams.microsoft.com/l/channel/19%3Ae1e025c4ac614716882e9e02ba4a7785%40thread.tacv2/E-Tutor?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
40,19:f3bbf8eb796848eeaacdc2fe04f22205@thread.tacv2,Organisation,2023-10-22T19:22:56.133Z,Planung von Meetings,standard,https://teams.microsoft.com/l/channel/19%3Af3bbf8eb796848eeaacdc2fe04f22205%40thread.tacv2/Organisation?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
41,19:229b4893993f475bbb9bdc27a141ac4a@thread.tacv2,Projekt,2023-10-22T19:22:27.91Z,Bearbeitung der Fallstudie,standard,https://teams.microsoft.com/l/channel/19%3A229b4893993f475bbb9bdc27a141ac4a%40thread.tacv2/Projekt?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
42,19:b101a15918c04960bda642c5c83298d5@thread.tacv2,Aufgabenplanung,2023-10-22T09:40:30.862Z,Planung der Aufgabenverteilung,standard,https://teams.microsoft.com/l/channel/19%3Ab101a15918c04960bda642c5c83298d5%40thread.tacv2/Aufgabenplanung?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
43,19:CNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1@thread.tacv2,General,2023-09-21T09:37:35.619Z,G1 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3ACNB0bEjll7Ztnqts6C5CyO640B8ZBxq7qajANOyE5rU1%40thread.tacv2/G1%20FIVR%2023%2F24?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
44,19:e1e025c4ac614716882e9e02ba4a7785@thread.tacv2,E-Tutor,2023-10-11T19:01:58.616Z,,standard,https://teams.microsoft.com/l/channel/19%3Ae1e025c4ac614716882e9e02ba4a7785%40thread.tacv2/E-Tutor?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
45,19:f3bbf8eb796848eeaacdc2fe04f22205@thread.tacv2,Organisation,2023-10-22T19:22:56.133Z,Planung von Meetings,standard,https://teams.microsoft.com/l/channel/19%3Af3bbf8eb796848eeaacdc2fe04f22205%40thread.tacv2/Organisation?groupId=13e30bac-2a37-4809-b5ed-31d0d7aad2f7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
46,19:18834b5e3ac04adea7effb280d92fd29@thread.tacv2,PM,2023-10-13T14:05:34.888Z,In diesem Kanal werden organisatorische Informationen bekannt gegeben.,standard,https://teams.microsoft.com/l/channel/19%3A18834b5e3ac04adea7effb280d92fd29%40thread.tacv2/PM?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,2589c649-b820-4ec9-a798-49ea9559fe25
47,19:a2be4e6a789542e1af216f0b903594b4@thread.tacv2,Projektreporter,2023-10-18T07:51:59.718Z,In diesem Kanal werden Informationen zur den Projektreports bekannt gegeben.,standard,https://teams.microsoft.com/l/channel/19%3Aa2be4e6a789542e1af216f0b903594b4%40thread.tacv2/Projektreporter?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,2589c649-b820-4ec9-a798-49ea9559fe25
48,19:a80785327e0b4a7abdd2d3b9fb3dd4f2@thread.tacv2,E-Tutorin,2023-10-11T17:15:53.848Z,In diesem Kanal findet die Kommunikation mit der E-Tutorin statt.,standard,https://teams.microsoft.com/l/channel/19%3Aa80785327e0b4a7abdd2d3b9fb3dd4f2%40thread.tacv2/E-Tutorin?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,2589c649-b820-4ec9-a798-49ea9559fe25
49,19:bW5WlZAcxGNNidxmfetBjRNcqYGSN_tPwOKohJfPQo41@thread.tacv2,General,2023-09-21T09:41:14.525Z,G6 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3AbW5WlZAcxGNNidxmfetBjRNcqYGSN_tPwOKohJfPQo41%40thread.tacv2/G6%20FIVR%2023%2F24?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,2589c649-b820-4ec9-a798-49ea9559fe25
50,19:d8e8cff91c3a47c89cc2279021366ee7@thread.tacv2,Aufgabenspezifische Themen,2023-10-20T11:26:18.763Z,In diesem Kanal werden aufgabenspezifische Themen diskutiert.,standard,https://teams.microsoft.com/l/channel/19%3Ad8e8cff91c3a47c89cc2279021366ee7%40thread.tacv2/Aufgabenspezifische%20Themen?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,2589c649-b820-4ec9-a798-49ea9559fe25
51,19:18834b5e3ac04adea7effb280d92fd29@thread.tacv2,PM,2023-10-13T14:05:34.888Z,In diesem Kanal werden organisatorische Informationen bekannt gegeben.,standard,https://teams.microsoft.com/l/channel/19%3A18834b5e3ac04adea7effb280d92fd29%40thread.tacv2/PM?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,2589c649-b820-4ec9-a798-49ea9559fe25
52,19:a2be4e6a789542e1af216f0b903594b4@thread.tacv2,Projektreporter,2023-10-18T07:51:59.718Z,In diesem Kanal werden Informationen zur den Projektreports bekannt gegeben.,standard,https://teams.microsoft.com/l/channel/19%3Aa2be4e6a789542e1af216f0b903594b4%40thread.tacv2/Projektreporter?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,2589c649-b820-4ec9-a798-49ea9559fe25
53,19:a80785327e0b4a7abdd2d3b9fb3dd4f2@thread.tacv2,E-Tutorin,2023-10-11T17:15:53.848Z,In diesem Kanal findet die Kommunikation mit der E-Tutorin statt.,standard,https://teams.microsoft.com/l/channel/19%3Aa80785327e0b4a7abdd2d3b9fb3dd4f2%40thread.tacv2/E-Tutorin?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,2589c649-b820-4ec9-a798-49ea9559fe25
54,19:bW5WlZAcxGNNidxmfetBjRNcqYGSN_tPwOKohJfPQo41@thread.tacv2,General,2023-09-21T09:41:14.525Z,G6 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3AbW5WlZAcxGNNidxmfetBjRNcqYGSN_tPwOKohJfPQo41%40thread.tacv2/G6%20FIVR%2023%2F24?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,2589c649-b820-4ec9-a798-49ea9559fe25
55,19:d8e8cff91c3a47c89cc2279021366ee7@thread.tacv2,Aufgabenspezifische Themen,2023-10-20T11:26:18.763Z,In diesem Kanal werden aufgabenspezifische Themen diskutiert.,standard,https://teams.microsoft.com/l/channel/19%3Ad8e8cff91c3a47c89cc2279021366ee7%40thread.tacv2/Aufgabenspezifische%20Themen?groupId=2589c649-b820-4ec9-a798-49ea9559fe25&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,2589c649-b820-4ec9-a798-49ea9559fe25
56,19:AGRWXvWzFZWWvHB3BIb5GGjLzHzoh2wkNRebvOjp1VE1@thread.tacv2,General,2023-09-21T09:42:43.463Z,FIVR 23/24 E-Tutoren (intern),standard,https://teams.microsoft.com/l/channel/19%3AAGRWXvWzFZWWvHB3BIb5GGjLzHzoh2wkNRebvOjp1VE1%40thread.tacv2/FIVR%2023%2F24%20E-Tutoren%20%28intern%29?groupId=52f68d25-932a-429a-9ac9-329d40e74af7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,52f68d25-932a-429a-9ac9-329d40e74af7
