,user_id,group_id
25,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
26,b1413e6d-cfdc-4d8d-b76c-db22adb9b074,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
27,5f142185-90c3-412f-bab3-6773720987d4,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
28,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
29,9c19b9d9-3d3b-4f2f-b6a1-3af3ed706f10,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
30,9d7931dd-8034-4273-8776-8325bfd89bf9,13e30bac-2a37-4809-b5ed-31d0d7aad2f7
31,bbbe5805-7ec0-47d2-8b05-63959719cf87,2589c649-b820-4ec9-a798-49ea9559fe25
32,aeb90206-c553-40bb-a18c-d7bc35bf7acb,2589c649-b820-4ec9-a798-49ea9559fe25
33,a368052a-b608-4bc8-82a7-75163f92d7ee,2589c649-b820-4ec9-a798-49ea9559fe25
34,eeb6bd31-3150-4afd-ab46-6736d34656b5,2589c649-b820-4ec9-a798-49ea9559fe25
35,70993d54-d6ea-4696-a5fe-e37df299fc03,2589c649-b820-4ec9-a798-49ea9559fe25
36,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,2589c649-b820-4ec9-a798-49ea9559fe25
37,1e63f672-3366-4ef0-8dc1-fb495f6b01d2,2589c649-b820-4ec9-a798-49ea9559fe25
38,089040ac-cb23-40b8-b7dd-3d40636acb26,2589c649-b820-4ec9-a798-49ea9559fe25
39,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,2589c649-b820-4ec9-a798-49ea9559fe25
40,5efc9914-0c2d-4ee0-8a46-a4731ab3c23b,52f68d25-932a-429a-9ac9-329d40e74af7
41,a4874c16-098c-4c8c-b40d-b2995e83ae52,52f68d25-932a-429a-9ac9-329d40e74af7
42,eeb6bd31-3150-4afd-ab46-6736d34656b5,52f68d25-932a-429a-9ac9-329d40e74af7
43,fa7c2233-e2b4-4053-b813-e745ae6b77ac,52f68d25-932a-429a-9ac9-329d40e74af7
44,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,52f68d25-932a-429a-9ac9-329d40e74af7
45,528cf269-205f-4e36-b868-95b29c6cf156,52f68d25-932a-429a-9ac9-329d40e74af7
46,1e63f672-3366-4ef0-8dc1-fb495f6b01d2,52f68d25-932a-429a-9ac9-329d40e74af7
47,b0239578-8853-45da-aebd-07883bda8feb,52f68d25-932a-429a-9ac9-329d40e74af7
48,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,52f68d25-932a-429a-9ac9-329d40e74af7
49,d89870d5-2ec5-4d42-a3db-763c49b7e005,52f68d25-932a-429a-9ac9-329d40e74af7
50,7ad02ddd-7820-4fb6-b7e3-c8a35937769c,52f68d25-932a-429a-9ac9-329d40e74af7
51,bf2c9614-1bc7-4651-a03c-7855411ee3be,97a25105-777b-4fc8-92e3-d01e82b8d850
52,eeb6bd31-3150-4afd-ab46-6736d34656b5,97a25105-777b-4fc8-92e3-d01e82b8d850
53,cb0a9c54-7269-4c44-b7d1-c798d54a5043,97a25105-777b-4fc8-92e3-d01e82b8d850
54,c42f2759-5b80-41a2-a538-342bfb6cbe0c,97a25105-777b-4fc8-92e3-d01e82b8d850
55,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,97a25105-777b-4fc8-92e3-d01e82b8d850
56,5736b26e-a6ca-444c-a132-ed6b3dfa9af0,97a25105-777b-4fc8-92e3-d01e82b8d850
57,1e63f672-3366-4ef0-8dc1-fb495f6b01d2,97a25105-777b-4fc8-92e3-d01e82b8d850
58,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,97a25105-777b-4fc8-92e3-d01e82b8d850
59,0ce0aede-de9e-45fe-995d-f7a2af278609,97a25105-777b-4fc8-92e3-d01e82b8d850
60,4c4facf7-960f-48c4-8cbc-95d889af7d92,97a25105-777b-4fc8-92e3-d01e82b8d850
61,92cfe114-e3dc-4285-a4f2-b91725e429cf,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
62,eeb6bd31-3150-4afd-ab46-6736d34656b5,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
63,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
64,528cf269-205f-4e36-b868-95b29c6cf156,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
65,5be5526a-b68e-4792-a28f-a7f49f294dbc,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
66,ef5a978a-aa73-4fec-8350-2e6766cac240,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
67,7ea39b9a-e6cc-43ab-bcd6-477d6b131d92,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
68,5e0bb2a1-20d0-46e7-8b9c-7f490c24a74c,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
69,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
70,7e007cbf-3167-4b0a-aeb6-a48519f7cef3,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
71,76e9a00d-4e7a-4219-b027-bcfa50d073c7,991bc98e-b4e5-4035-a19c-7b6d774411c1
72,1301d915-c632-483d-8974-75387bd9ba86,991bc98e-b4e5-4035-a19c-7b6d774411c1
73,63c4271e-b92f-49a7-bcda-e66484d5c271,991bc98e-b4e5-4035-a19c-7b6d774411c1
74,eeb6bd31-3150-4afd-ab46-6736d34656b5,991bc98e-b4e5-4035-a19c-7b6d774411c1
75,480c9233-6fc0-4857-8f5a-b60950890030,991bc98e-b4e5-4035-a19c-7b6d774411c1
76,f08b0d3d-633e-443f-9071-933a70eb310c,991bc98e-b4e5-4035-a19c-7b6d774411c1
77,4e6fe545-f84a-4dbf-a8af-6394ffb3756d,991bc98e-b4e5-4035-a19c-7b6d774411c1
78,ffb17c4c-6e2a-40ea-80bc-889b0786aace,991bc98e-b4e5-4035-a19c-7b6d774411c1
79,8735c155-b457-49ef-9dbd-7dbbfd3c61db,991bc98e-b4e5-4035-a19c-7b6d774411c1
80,d1aae755-dbcf-4503-b19d-025e31481364,991bc98e-b4e5-4035-a19c-7b6d774411c1
81,73910468-d44d-44c9-87a3-a10feeb2c2d0,991bc98e-b4e5-4035-a19c-7b6d774411c1
82,f121af6d-f4a7-41b3-8258-04ecfe31ca81,991bc98e-b4e5-4035-a19c-7b6d774411c1
83,105c676e-172f-40f2-9845-4d7a2248416c,991bc98e-b4e5-4035-a19c-7b6d774411c1
84,6e5cfc72-6dba-4ddf-975f-656a3e5cc06b,991bc98e-b4e5-4035-a19c-7b6d774411c1
85,798bca91-b8d6-4ac6-8109-39bae470d23f,991bc98e-b4e5-4035-a19c-7b6d774411c1
86,642e3495-9383-464e-b034-070390477877,991bc98e-b4e5-4035-a19c-7b6d774411c1
87,fdead598-b431-43d2-b3ef-fef3e9bdd7b1,991bc98e-b4e5-4035-a19c-7b6d774411c1
88,725e5b9e-162e-4d6e-86c4-f24e07069839,991bc98e-b4e5-4035-a19c-7b6d774411c1
89,29ae7db9-e89e-49d5-b592-b83c241dfea8,991bc98e-b4e5-4035-a19c-7b6d774411c1
90,0213dfbc-2955-495c-8456-ba51007339e5,991bc98e-b4e5-4035-a19c-7b6d774411c1
91,0a5227bd-47fc-4a4d-8f00-a31032a5ca38,991bc98e-b4e5-4035-a19c-7b6d774411c1
92,46bd38d5-04ba-4e9a-9766-d3a16bc48b31,991bc98e-b4e5-4035-a19c-7b6d774411c1
93,096d0bde-7641-4e9c-9ecf-d37523a6beff,991bc98e-b4e5-4035-a19c-7b6d774411c1
94,6786f3e0-5cbd-48f2-aec0-a23549dd4bff,991bc98e-b4e5-4035-a19c-7b6d774411c1
95,a4874c16-098c-4c8c-b40d-b2995e83ae52,ddeb930b-a6af-4cb6-87a4-e422bcde6951
96,cc767922-c9ac-43a0-b576-3c76ce05b754,ddeb930b-a6af-4cb6-87a4-e422bcde6951
97,eeb6bd31-3150-4afd-ab46-6736d34656b5,ddeb930b-a6af-4cb6-87a4-e422bcde6951
98,5960b939-e44e-438f-8adf-c43b18f8e5b8,ddeb930b-a6af-4cb6-87a4-e422bcde6951
99,a25baa4c-524c-41b4-b668-2e6656ac33ab,ddeb930b-a6af-4cb6-87a4-e422bcde6951
100,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,ddeb930b-a6af-4cb6-87a4-e422bcde6951
101,aac85c64-20a3-4c51-bea1-f3a7b43cd345,ddeb930b-a6af-4cb6-87a4-e422bcde6951
102,a2f11582-dd43-47a9-9867-b2e42346eca4,ddeb930b-a6af-4cb6-87a4-e422bcde6951
103,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,ddeb930b-a6af-4cb6-87a4-e422bcde6951
104,ad3c63cb-1146-4feb-8a37-e81e444e879a,ddeb930b-a6af-4cb6-87a4-e422bcde6951
105,38a0a82a-6ddf-4d32-8da4-2a944211e183,b2ba4410-35e0-4d09-b30d-59b683dc1f92
106,eeb6bd31-3150-4afd-ab46-6736d34656b5,b2ba4410-35e0-4d09-b30d-59b683dc1f92
107,6f23a159-4517-46ac-acde-60fc86d9d277,b2ba4410-35e0-4d09-b30d-59b683dc1f92
108,d7477462-fb4d-4ca8-a4f4-3687ca9388ce,b2ba4410-35e0-4d09-b30d-59b683dc1f92
109,528cf269-205f-4e36-b868-95b29c6cf156,b2ba4410-35e0-4d09-b30d-59b683dc1f92
110,7ec1a48e-80c8-4007-ac65-11973f1ad919,b2ba4410-35e0-4d09-b30d-59b683dc1f92
111,d7a9f4a0-1c73-43f5-bb3b-cf121aa6dc1f,b2ba4410-35e0-4d09-b30d-59b683dc1f92
112,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,b2ba4410-35e0-4d09-b30d-59b683dc1f92
113,0ec11eed-61b3-472a-a2f3-2a3df6f6b190,b2ba4410-35e0-4d09-b30d-59b683dc1f92
